id,id_mapper,chapter,kapitelbezeichnung,bezeichnung,finaler_beschluss,snomed_code,descriptor,equi_final,finales_konzept,equ_jens,equ_mareike,agreement,map,kapitel
326,9f6,06-02-02,06 Therapie,Operative Therapie,2 „Seitenaststripping“,9365003,Stripping of lower limb varicose veins (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
326,83f,06-02-02,06 Therapie,Operative Therapie,2 „Seitenaststripping“,233456008,Stripping of vein (procedure),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
326,605,06-02-02,06 Therapie,Operative Therapie,2 „Seitenaststripping“,265855005,Varicose vein stripping (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
327,83f,06-02-02,06 Therapie,Operative Therapie,"3 „interventionelle Venenoperation, Laser oder Schaumsklerosierung der V. saphena magna oder parva“",274023003,Varicose vein operation (procedure),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
327,9f6,06-02-02,06 Therapie,Operative Therapie,"3 „interventionelle Venenoperation, Laser oder Schaumsklerosierung der V. saphena magna oder parva“",no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
327,605,06-02-02,06 Therapie,Operative Therapie,"3 „interventionelle Venenoperation, Laser oder Schaumsklerosierung der V. saphena magna oder parva“",no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
328,605,06-02-02,06 Therapie,Operative Therapie,"4 „sonstige Venenverfahren, z. B. Heiß-Dampf-",433457002,Steam heating of tissue specimen (procedure),No map is possible,2,Source concept is narrower and has a more specific meaning than the target concept,Source concept is broader and has a less specific meaning than the target concept,FALSE,1,6
328,83f,06-02-02,06 Therapie,Operative Therapie,"4 „sonstige Venenverfahren, z. B. Heiß-Dampf-",no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
328,9f6,06-02-02,06 Therapie,Operative Therapie,"4 „sonstige Venenverfahren, z. B. Heiß-Dampf-",433457002,Steam heating of tissue specimen (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is broader and has a less specific meaning than the target concept,FALSE,1,6
329,9f6,06-02-02,06 Therapie,Operative Therapie,5 „Bypass bei p AVK“,76580007,Peripheral arterial bypass (procedure),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,6
329,605,06-02-02,06 Therapie,Operative Therapie,5 „Bypass bei p AVK“,76580007,Peripheral arterial bypass (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,6
329,83f,06-02-02,06 Therapie,Operative Therapie,5 „Bypass bei p AVK“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
330,9f6,06-02-02,06 Therapie,Operative Therapie,6 „Stenteinlage bei p AVK“,233404000,Insertion of arterial stent (procedure),Source concept is narrower and has a more specific meaning than the target concept,1,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning; lexical, as well as conceptual",FALSE,1,6
330,83f,06-02-02,06 Therapie,Operative Therapie,6 „Stenteinlage bei p AVK“,103716009,Placement of stent (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
330,605,06-02-02,06 Therapie,Operative Therapie,6 „Stenteinlage bei p AVK“,233404000,Insertion of arterial stent (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning; lexical, as well as conceptual",FALSE,1,6
331,605,06-02-02,06 Therapie,Operative Therapie,7 „chirurgisches Débridement“ (wenn durchgeführt 6.2.6.1/6.2.6.2),no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
331,9f6,06-02-02,06 Therapie,Operative Therapie,7 „chirurgisches Débridement“ (wenn durchgeführt 6.2.6.1/6.2.6.2),225148005,Surgical debridement of wound (procedure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
331,83f,06-02-02,06 Therapie,Operative Therapie,7 „chirurgisches Débridement“ (wenn durchgeführt 6.2.6.1/6.2.6.2),225148005,Surgical debridement of wound (procedure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
332,83f,06-02-02,06 Therapie,Operative Therapie,8 „Fasziektomie“,74422001,Fasciectomy (procedure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
332,605,06-02-02,06 Therapie,Operative Therapie,8 „Fasziektomie“,74422001,Fasciectomy (procedure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
332,9f6,06-02-02,06 Therapie,Operative Therapie,8 „Fasziektomie“,74422001,Fasciectomy (procedure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
333,605,06-02-02,06 Therapie,Operative Therapie,9 „Mesh-/Spalthauttransplantation“,256679004,Meshed split thickness graft of skin (substance),"Equivalence of meaning, but with synonymy.",1,"Equivalence of meaning, but with synonymy.",No map is possible,FALSE,1,6
333,83f,06-02-02,06 Therapie,Operative Therapie,9 „Mesh-/Spalthauttransplantation“,119561005,Grafting procedure (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
333,9f6,06-02-02,06 Therapie,Operative Therapie,9 „Mesh-/Spalthauttransplantation“,256679004,Meshed split thickness graft of skin (substance),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.",No map is possible,FALSE,1,6
334,605,06-02-02-01-01,06 Therapie,Chirurgisches Débridement Setting,1 „stationär“,308540004,Inpatient stay (finding),"Equivalence of meaning, but with synonymy.",,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",TRUE,1,6
334,83f,06-02-02-01-01,06 Therapie,Chirurgisches Débridement Setting,1 „stationär“,255323003,Stationary (qualifier value),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
334,9f6,06-02-02-01-01,06 Therapie,Chirurgisches Débridement Setting,1 „stationär“,225351009,Care provision regime (regime/therapy),No map is possible,,No map is possible,Source concept is narrower and has a more specific meaning than the target concept,FALSE,1,6
335,83f,06-02-02-01-01,06 Therapie,Chirurgisches Débridement Setting,2 „ambulant“,255327002,Ambulatory (qualifier value),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
335,9f6,06-02-02-01-01,06 Therapie,Chirurgisches Débridement Setting,2 „ambulant“,371883000,Outpatient procedure (procedure),No map is possible,,Source concept is narrower and has a more specific meaning than the target concept,No map is possible,FALSE,1,6
335,605,06-02-02-01-01,06 Therapie,Chirurgisches Débridement Setting,2 „ambulant“,312887003,Attending clinic (finding),No map is possible,,No map is possible,"Equivalence of meaning, but with synonymy.",FALSE,1,6
336,83f,06-02-02-01-01,06 Therapie,Chirurgisches Débridement Setting,Chirurgisches Débridement Setting,no map,NA,No map is possible,2,No map is possible,No map is possible,TRUE,1,6
336,9f6,06-02-02-01-01,06 Therapie,Chirurgisches Débridement Setting,Chirurgisches Débridement Setting,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
336,605,06-02-02-01-01,06 Therapie,Chirurgisches Débridement Setting,Chirurgisches Débridement Setting,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
338,83f,06-02-02-02-02,06 Therapie,Chirurgisches Débridement Narkose,1 „ja“,225148005,Surgical debridement of wound (procedure),No map is possible,2,No map is possible,No map is possible,TRUE,1,6
338,9f6,06-02-02-02-02,06 Therapie,Chirurgisches Débridement Narkose,1 „ja“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
338,605,06-02-02-02-02,06 Therapie,Chirurgisches Débridement Narkose,1 „ja“,268966001,On examination - anesthesia present (situation),No map is possible,,Source concept is broader and has a less specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",FALSE,1,6
340,605,06-02-03,06 Therapie,Immunsuppressive Therapie als Wundtherapie (Spezifizierung s. Medikamentenanamnese),1 „ja“,no map,NA,No map is possible,,No map is possible,No map is possible,TRUE,1,6
340,9f6,06-02-03,06 Therapie,Immunsuppressive Therapie als Wundtherapie (Spezifizierung s. Medikamentenanamnese),1 „ja“,86553008,Immunosuppressive therapy (procedure),Source concept is narrower and has a more specific meaning than the target concept,1,"Equivalence of meaning; lexical, as well as conceptual",Source concept is narrower and has a more specific meaning than the target concept,FALSE,1,6
340,83f,06-02-03,06 Therapie,Immunsuppressive Therapie als Wundtherapie (Spezifizierung s. Medikamentenanamnese),1 „ja“,86553008,Immunosuppressive therapy (procedure),Source concept is narrower and has a more specific meaning than the target concept,,"Equivalence of meaning; lexical, as well as conceptual",Source concept is narrower and has a more specific meaning than the target concept,FALSE,1,6
342,605,06-02-04,06 Therapie,Lymphdrainage,1 „ja“,234303003,Drainage of lymphatics (procedure),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
342,9f6,06-02-04,06 Therapie,Lymphdrainage,1 „ja“,118688003,Procedure on lymphatic system (procedure),Source concept is narrower and has a more specific meaning than the target concept,,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,TRUE,1,6
342,83f,06-02-04,06 Therapie,Lymphdrainage,1 „ja“,234303003,Drainage of lymphatics (procedure),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
344,83f,06-02-05,06 Therapie,Physikalische Therapie,"1 „ja“, Angabe der Therapie",91251008,Physical therapy procedure (regime/therapy),"Equivalence of meaning; lexical, as well as conceptual",1,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
344,9f6,06-02-05,06 Therapie,Physikalische Therapie,"1 „ja“, Angabe der Therapie",91251008,Physical therapy procedure (regime/therapy),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
344,605,06-02-05,06 Therapie,Physikalische Therapie,"1 „ja“, Angabe der Therapie",91251008,Physical therapy procedure (regime/therapy),"Equivalence of meaning; lexical, as well as conceptual",,"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",TRUE,1,6
